,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain,model,chords
2114,,,,,14,20.0,46,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-51301-1111-262
2115,"[30, 54]",,2.0,,15,20.0,19,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-51301-1111-262
2116,"[30, 54]",,2.0,,16,20.0,1,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-51301-1111-262
2117,"[30, 54]",,2.0,,17,20.0,26,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-51301-1111-262
2118,"[30, 54]",,2.0,,18,20.0,32,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-51301-1111-262
2119,"[30, 54]",,2.0,,19,20.0,39,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-51301-1111-262
2120,"[30, 54]",,2.0,,0,20.0,32,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2121,,,,,1,20.0,45,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2122,"[30, 54]",,2.0,,2,20.0,43,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2123,,,,,3,20.0,32,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2124,,,,,4,20.0,14,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2125,"[30, 54]",,2.0,,5,20.0,20,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2126,"[30, 54]",,2.0,,6,20.0,44,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2127,,,,,7,20.0,29,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2128,"[30, 54]",,2.0,,8,20.0,40,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2129,"[30, 54]",,2.0,,9,20.0,58,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2130,,,,,10,20.0,54,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2131,"[30, 54]",,2.0,,11,20.0,23,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2132,"[30, 54]",,2.0,,12,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2133,,,,,13,20.0,24,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2134,"[30, 54]",,2.0,,14,20.0,56,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2135,"[30, 54]",,2.0,,15,20.0,19,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2136,,,,,16,20.0,59,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2137,,,,,17,20.0,14,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2138,"[30, 54]",,2.0,,18,20.0,43,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2139,,,,,19,20.0,0,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-64600-1111-300
2140,,,,,0,20.0,5,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2141,,,,,1,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2142,,,,,2,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2143,"[30, 54]",,2.0,,3,20.0,44,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2144,,,,,4,20.0,28,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2145,,,,,5,20.0,53,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2146,"[30, 54]",,2.0,,6,20.0,23,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2147,"[30, 54]",,2.0,,7,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2148,"[30, 54]",,2.0,,8,20.0,1,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2149,"[30, 54]",,2.0,,9,20.0,15,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2150,,,,,10,20.0,20,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2151,,,,,11,20.0,19,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2152,,,,,12,20.0,33,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2153,,,,,13,20.0,6,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2154,"[30, 54]",,2.0,,14,20.0,9,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2155,"[30, 54]",,2.0,,15,20.0,43,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2156,"[30, 54]",,2.0,,16,20.0,6,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2157,"[30, 54]",,2.0,,17,20.0,44,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2158,,,,,18,20.0,38,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2159,"[30, 54]",,2.0,,19,20.0,26,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-70606-1111-306
2160,,,,,0,20.0,44,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2161,"[30, 54]",,2.0,,1,20.0,29,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2162,,,,,2,20.0,20,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2163,,,,,3,20.0,46,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2164,,,,,4,20.0,50,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2165,"[30, 54]",,2.0,,5,20.0,6,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2166,,,,,6,20.0,34,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2167,"[30, 54]",,2.0,,7,20.0,56,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2168,"[30, 54]",,2.0,,8,20.0,10,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2169,"[30, 54]",,2.0,,9,20.0,44,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2170,,,,,10,20.0,37,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2171,"[30, 54]",,2.0,,11,20.0,13,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2172,"[30, 54]",,2.0,,12,20.0,40,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2173,"[30, 54]",,2.0,,13,20.0,33,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2174,"[30, 54]",,2.0,,14,20.0,29,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2175,"[30, 54]",,2.0,,15,20.0,26,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2176,,,,,16,20.0,60,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2177,,,,,17,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2178,"[30, 54]",,2.0,,18,20.0,38,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2179,,,,,19,20.0,31,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-48108-1111-243
2180,"[30, 54]",,2.0,,0,20.0,19,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2181,"[30, 54]",,2.0,,1,20.0,22,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2182,"[30, 54]",,2.0,,2,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2183,,,,,3,20.0,55,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2184,"[30, 54]",,2.0,,4,20.0,9,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2185,"[30, 54]",,2.0,,5,20.0,60,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2186,"[30, 54]",,2.0,,6,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2187,"[30, 54]",,2.0,,7,20.0,17,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2188,,,,,8,20.0,1,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2189,"[30, 54]",,2.0,,9,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2190,,,,,10,20.0,36,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2191,"[30, 54]",,2.0,,11,20.0,6,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2192,,,,,12,20.0,55,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2193,,,,,13,20.0,33,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2194,,,,,14,20.0,17,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2195,,,,,15,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2196,"[30, 54]",,2.0,,16,20.0,3,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2197,,,,,17,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2198,"[30, 54]",,2.0,,18,20.0,45,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2199,,,,,19,20.0,43,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-53208-1111-256
2200,,,,,0,20.0,11,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2201,"[30, 54]",,2.0,,1,20.0,12,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2202,"[30, 54]",,2.0,,2,20.0,0,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2203,,,,,3,20.0,38,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2204,"[30, 54]",,2.0,,4,20.0,7,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2205,,,,,5,20.0,43,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2206,,,,,6,20.0,35,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2207,"[30, 54]",,2.0,,7,20.0,37,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2208,,,,,8,20.0,12,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2209,"[30, 54]",,2.0,,9,20.0,43,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2210,,,,,10,20.0,30,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2211,,,,,11,20.0,33,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2212,,,,,12,20.0,44,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2213,"[30, 54]",,2.0,,13,20.0,60,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2214,,,,,14,20.0,16,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2215,,,,,15,20.0,11,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2216,,,,,16,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2217,"[30, 54]",,2.0,,17,20.0,46,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2218,"[30, 54]",,2.0,,18,20.0,10,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2219,"[30, 54]",,2.0,,19,20.0,1,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-46106-1111-241
2220,,,,,0,20.0,52,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2221,"[30, 54]",,2.0,,1,20.0,46,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2222,,,,,2,20.0,54,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2223,"[30, 54]",,2.0,,3,20.0,49,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2224,"[30, 54]",,2.0,,4,20.0,35,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2225,"[30, 54]",,2.0,,5,20.0,37,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2226,"[30, 54]",,2.0,,6,20.0,19,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2227,,,,,7,20.0,41,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2228,,,,,8,20.0,39,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2229,,,,,9,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2230,"[30, 54]",,2.0,,10,20.0,17,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2231,,,,,11,20.0,54,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2232,,,,,12,20.0,51,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2233,,,,,13,20.0,40,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2234,,,,,14,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2235,"[30, 54]",,2.0,,15,20.0,15,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2236,,,,,16,20.0,46,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2237,"[30, 54]",,2.0,,17,20.0,41,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2238,,,,,18,20.0,37,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2239,,,,,19,20.0,46,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-65410-1111-284
2240,,,,,0,20.0,49,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2241,"[30, 54]",,2.0,,1,20.0,34,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2242,,,,,2,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2243,"[30, 54]",,2.0,,3,20.0,2,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2244,,,,,4,20.0,7,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2245,"[30, 54]",,2.0,,5,20.0,40,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2246,"[30, 54]",,2.0,,6,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2247,"[30, 54]",,2.0,,7,20.0,29,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2248,,,,,8,20.0,3,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2249,"[30, 54]",,2.0,,9,20.0,10,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2250,"[30, 54]",,2.0,,10,20.0,6,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2251,"[30, 54]",,2.0,,11,20.0,38,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2252,,,,,12,20.0,52,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2253,,,,,13,20.0,8,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2254,,,,,14,20.0,16,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2255,"[30, 54]",,2.0,,15,20.0,7,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2256,"[30, 54]",,2.0,,16,20.0,42,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2257,"[30, 54]",,2.0,,17,20.0,46,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2258,"[30, 54]",,2.0,,18,20.0,23,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2259,,,,,19,20.0,60,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-41101-1111-236
2260,,,,,0,20.0,4,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2261,"[30, 54]",,2.0,,1,20.0,35,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2262,,,,,2,20.0,14,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2263,,,,,3,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2264,,,,,4,20.0,58,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2265,,,,,5,20.0,41,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2266,"[30, 54]",,2.0,,6,20.0,31,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2267,,,,,7,20.0,23,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2268,,,,,8,20.0,9,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2269,"[30, 54]",,2.0,,9,20.0,15,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2270,"[30, 54]",,2.0,,10,20.0,6,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2271,,,,,11,20.0,53,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2272,"[30, 54]",,2.0,,12,20.0,57,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2273,,,,,13,20.0,23,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2274,,,,,14,20.0,4,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2275,,,,,15,20.0,55,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2276,,,,,16,20.0,3,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2277,"[30, 54]",,2.0,,17,20.0,24,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2278,"[30, 54]",,2.0,,18,20.0,17,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2279,"[30, 54]",,2.0,,19,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266
2280,"[30, 54]",,2.0,,0,20.0,19,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2281,"[30, 54]",,2.0,,1,20.0,31,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2282,"[30, 54]",,2.0,,2,20.0,44,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2283,,,,,3,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2284,,,,,4,20.0,19,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2285,"[30, 54]",,2.0,,5,20.0,47,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2286,,,,,6,20.0,9,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2287,,,,,7,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2288,"[30, 54]",,2.0,,8,20.0,30,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2289,,,,,9,20.0,46,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2290,"[30, 54]",,2.0,,10,20.0,21,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2291,"[30, 54]",,2.0,,11,20.0,24,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2292,,,,,12,20.0,32,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2293,"[30, 54]",,2.0,,13,20.0,22,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2294,,,,,14,20.0,27,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2295,,,,,15,20.0,31,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2296,,,,,16,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2297,,,,,17,20.0,21,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2298,"[30, 54]",,2.0,,18,20.0,53,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2299,"[30, 54]",,2.0,,19,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-66602-1111-302
2300,"[30, 54]",,2.0,,0,20.0,9,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2301,"[30, 54]",,2.0,,1,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2302,"[30, 54]",,2.0,,2,20.0,45,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2303,"[30, 54]",,2.0,,3,20.0,36,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2304,"[30, 54]",,2.0,,4,20.0,17,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2305,"[30, 54]",,2.0,,5,20.0,6,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2306,"[30, 54]",,2.0,,6,20.0,9,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2307,,,,,7,20.0,56,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2308,"[30, 54]",,2.0,,8,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2309,,,,,9,20.0,46,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2310,,,,,10,20.0,39,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2311,"[30, 54]",,2.0,,11,20.0,23,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2312,,,,,12,20.0,47,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2313,,,,,13,20.0,34,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2314,,,,,14,20.0,45,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2315,"[30, 54]",,2.0,,15,20.0,30,,,,,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2316,"[30, 54]",,2.0,,16,20.0,40,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
2317,,,,,17,20.0,54,0.4,3.0,0.8,0.5,50,100,3,Ibanez Power Strat Clean Bridge HU,G53-55210-1111-258
