,chord_name,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,model_name,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain
1928,G53-59404-1111-278_powerchords_root_59_66_71.wav,,,,,8,Ibanez Power Strat Clean Bridge HU,33,37,0.4,3.0,0.8,0.5,52,100,3
1929,G53-59404-1111-278_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,9,Ibanez Power Strat Clean Bridge HU,58,28,0.4,3.0,0.8,0.5,100,100,3
1930,G53-59404-1111-278_powerchords_root_59_66_71.wav,,,,,10,Ibanez Power Strat Clean Bridge HU,50,17,,,,,79,100,3
1931,G53-59404-1111-278_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,11,Ibanez Power Strat Clean Bridge HU,56,20,,,,,55,100,3
1932,G53-59404-1111-278_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,12,Ibanez Power Strat Clean Bridge HU,23,51,0.4,3.0,0.8,0.5,83,100,3
1933,G53-59404-1111-278_powerchords_root_59_66_71.wav,,,,,13,Ibanez Power Strat Clean Bridge HU,66,24,,,,,56,100,3
1934,G53-59404-1111-278_powerchords_root_59_66_71.wav,,,,,14,Ibanez Power Strat Clean Bridge HU,33,19,0.4,3.0,0.8,0.5,84,100,3
1935,G53-59404-1111-278_powerchords_root_59_66_71.wav,,,,,15,Ibanez Power Strat Clean Bridge HU,57,21,0.4,3.0,0.8,0.5,86,100,3
1936,G53-59404-1111-278_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,16,Ibanez Power Strat Clean Bridge HU,12,21,,,,,56,100,3
1937,G53-59404-1111-278_powerchords_root_59_66_71.wav,,,,,17,Ibanez Power Strat Clean Bridge HU,32,79,0.4,3.0,0.8,0.5,73,100,3
1938,G53-59404-1111-278_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,18,Ibanez Power Strat Clean Bridge HU,2,47,,,,,70,100,3
1939,G53-59404-1111-278_powerchords_root_59_66_71.wav,,,,,19,Ibanez Power Strat Clean Bridge HU,31,28,,,,,68,100,3
1940,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,0,Ibanez Power Strat Clean Bridge HU,45,30,,,,,59,100,3
1941,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,1,Ibanez Power Strat Clean Bridge HU,69,51,0.4,3.0,0.8,0.5,60,100,3
1942,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,2,Ibanez Power Strat Clean Bridge HU,51,36,0.4,3.0,0.8,0.5,56,100,3
1943,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,3,Ibanez Power Strat Clean Bridge HU,21,59,0.4,3.0,0.8,0.5,71,100,3
1944,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,4,Ibanez Power Strat Clean Bridge HU,17,75,,,,,74,100,3
1945,G53-59500-1111-287_powerchords_root_59_66_71.wav,,,,,5,Ibanez Power Strat Clean Bridge HU,60,72,0.4,3.0,0.8,0.5,93,100,3
1946,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,6,Ibanez Power Strat Clean Bridge HU,19,46,,,,,89,100,3
1947,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,7,Ibanez Power Strat Clean Bridge HU,64,31,0.4,3.0,0.8,0.5,51,100,3
1948,G53-59500-1111-287_powerchords_root_59_66_71.wav,,,,,8,Ibanez Power Strat Clean Bridge HU,71,28,,,,,62,100,3
1949,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,9,Ibanez Power Strat Clean Bridge HU,30,62,0.4,3.0,0.8,0.5,64,100,3
1950,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,10,Ibanez Power Strat Clean Bridge HU,54,48,,,,,97,100,3
1951,G53-59500-1111-287_powerchords_root_59_66_71.wav,,,,,11,Ibanez Power Strat Clean Bridge HU,1,59,0.4,3.0,0.8,0.5,61,100,3
1952,G53-59500-1111-287_powerchords_root_59_66_71.wav,,,,,12,Ibanez Power Strat Clean Bridge HU,54,72,0.4,3.0,0.8,0.5,76,100,3
1953,G53-59500-1111-287_powerchords_root_59_66_71.wav,,,,,13,Ibanez Power Strat Clean Bridge HU,69,23,0.4,3.0,0.8,0.5,56,100,3
1954,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,14,Ibanez Power Strat Clean Bridge HU,22,56,0.4,3.0,0.8,0.5,91,100,3
1955,G53-59500-1111-287_powerchords_root_59_66_71.wav,,,,,15,Ibanez Power Strat Clean Bridge HU,1,21,,,,,70,100,3
1956,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,16,Ibanez Power Strat Clean Bridge HU,5,60,0.4,3.0,0.8,0.5,98,100,3
1957,G53-59500-1111-287_powerchords_root_59_66_71.wav,,,,,17,Ibanez Power Strat Clean Bridge HU,17,78,,,,,90,100,3
1958,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,18,Ibanez Power Strat Clean Bridge HU,4,36,0.4,3.0,0.8,0.5,60,100,3
1959,G53-59500-1111-287_powerchords_root_59_66_71.wav,"[30, 54]",,2.0,,19,Ibanez Power Strat Clean Bridge HU,10,62,0.4,3.0,0.8,0.5,67,100,3
1960,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,0,Ibanez Power Strat Clean Bridge HU,66,61,0.4,3.0,0.8,0.5,71,100,3
1961,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,1,Ibanez Power Strat Clean Bridge HU,9,30,,,,,61,100,3
1962,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,2,Ibanez Power Strat Clean Bridge HU,62,70,,,,,50,100,3
1963,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,3,Ibanez Power Strat Clean Bridge HU,35,20,,,,,76,100,3
1964,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,4,Ibanez Power Strat Clean Bridge HU,22,27,,,,,79,100,3
1965,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,5,Ibanez Power Strat Clean Bridge HU,16,38,,,,,71,100,3
1966,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,6,Ibanez Power Strat Clean Bridge HU,47,75,,,,,66,100,3
1967,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,7,Ibanez Power Strat Clean Bridge HU,66,36,,,,,57,100,3
1968,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,8,Ibanez Power Strat Clean Bridge HU,34,49,,,,,56,100,3
1969,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,9,Ibanez Power Strat Clean Bridge HU,45,44,0.4,3.0,0.8,0.5,69,100,3
1970,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,10,Ibanez Power Strat Clean Bridge HU,26,50,0.4,3.0,0.8,0.5,73,100,3
1971,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,11,Ibanez Power Strat Clean Bridge HU,25,63,0.4,3.0,0.8,0.5,87,100,3
1972,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,12,Ibanez Power Strat Clean Bridge HU,15,68,0.4,3.0,0.8,0.5,73,100,3
1973,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,13,Ibanez Power Strat Clean Bridge HU,62,49,0.4,3.0,0.8,0.5,91,100,3
1974,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,14,Ibanez Power Strat Clean Bridge HU,17,32,,,,,83,100,3
1975,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,15,Ibanez Power Strat Clean Bridge HU,24,39,,,,,60,100,3
1976,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,16,Ibanez Power Strat Clean Bridge HU,11,80,,,,,50,100,3
1977,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,17,Ibanez Power Strat Clean Bridge HU,27,21,0.4,3.0,0.8,0.5,88,100,3
1978,G53-60310-1111-271_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,18,Ibanez Power Strat Clean Bridge HU,47,17,0.4,3.0,0.8,0.5,57,100,3
1979,G53-60310-1111-271_powerchords_root_60_67_72.wav,,,,,19,Ibanez Power Strat Clean Bridge HU,27,19,0.4,3.0,0.8,0.5,75,100,3
1980,G53-60405-1111-279_powerchords_root_60_67_72.wav,,,,,0,Ibanez Power Strat Clean Bridge HU,12,77,0.4,3.0,0.8,0.5,81,100,3
1981,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,1,Ibanez Power Strat Clean Bridge HU,3,47,0.4,3.0,0.8,0.5,91,100,3
1982,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,2,Ibanez Power Strat Clean Bridge HU,48,33,0.4,3.0,0.8,0.5,76,100,3
1983,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,3,Ibanez Power Strat Clean Bridge HU,34,77,0.4,3.0,0.8,0.5,84,100,3
1984,G53-60405-1111-279_powerchords_root_60_67_72.wav,,,,,4,Ibanez Power Strat Clean Bridge HU,52,58,,,,,80,100,3
1985,G53-60405-1111-279_powerchords_root_60_67_72.wav,,,,,5,Ibanez Power Strat Clean Bridge HU,3,54,,,,,59,100,3
1986,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,6,Ibanez Power Strat Clean Bridge HU,26,34,0.4,3.0,0.8,0.5,96,100,3
1987,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,7,Ibanez Power Strat Clean Bridge HU,11,55,,,,,99,100,3
1988,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,8,Ibanez Power Strat Clean Bridge HU,64,29,0.4,3.0,0.8,0.5,60,100,3
1989,G53-60405-1111-279_powerchords_root_60_67_72.wav,,,,,9,Ibanez Power Strat Clean Bridge HU,5,57,0.4,3.0,0.8,0.5,59,100,3
1990,G53-60405-1111-279_powerchords_root_60_67_72.wav,,,,,10,Ibanez Power Strat Clean Bridge HU,29,62,,,,,76,100,3
1991,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,11,Ibanez Power Strat Clean Bridge HU,44,73,,,,,84,100,3
1992,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,12,Ibanez Power Strat Clean Bridge HU,3,27,0.4,3.0,0.8,0.5,67,100,3
1993,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,13,Ibanez Power Strat Clean Bridge HU,56,15,0.4,3.0,0.8,0.5,66,100,3
1994,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,14,Ibanez Power Strat Clean Bridge HU,16,49,0.4,3.0,0.8,0.5,60,100,3
1995,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,15,Ibanez Power Strat Clean Bridge HU,14,40,0.4,3.0,0.8,0.5,81,100,3
1996,G53-60405-1111-279_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,16,Ibanez Power Strat Clean Bridge HU,27,17,,,,,81,100,3
1997,G53-60405-1111-279_powerchords_root_60_67_72.wav,,,,,17,Ibanez Power Strat Clean Bridge HU,8,74,,,,,90,100,3
1998,G53-60405-1111-279_powerchords_root_60_67_72.wav,,,,,18,Ibanez Power Strat Clean Bridge HU,29,65,,,,,96,100,3
1999,G53-60405-1111-279_powerchords_root_60_67_72.wav,,,,,19,Ibanez Power Strat Clean Bridge HU,67,48,0.4,3.0,0.8,0.5,86,100,3
2000,G53-60501-1111-288_powerchords_root_60_67_72.wav,,,,,0,Ibanez Power Strat Clean Bridge HU,28,63,,,,,54,100,3
2001,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,1,Ibanez Power Strat Clean Bridge HU,79,57,,,,,61,100,3
2002,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,2,Ibanez Power Strat Clean Bridge HU,35,70,0.4,3.0,0.8,0.5,59,100,3
2003,G53-60501-1111-288_powerchords_root_60_67_72.wav,,,,,3,Ibanez Power Strat Clean Bridge HU,75,78,0.4,3.0,0.8,0.5,93,100,3
2004,G53-60501-1111-288_powerchords_root_60_67_72.wav,,,,,4,Ibanez Power Strat Clean Bridge HU,38,49,0.4,3.0,0.8,0.5,76,100,3
2005,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,5,Ibanez Power Strat Clean Bridge HU,79,68,,,,,53,100,3
2006,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,6,Ibanez Power Strat Clean Bridge HU,56,67,0.4,3.0,0.8,0.5,57,100,3
2007,G53-60501-1111-288_powerchords_root_60_67_72.wav,,,,,7,Ibanez Power Strat Clean Bridge HU,26,33,,,,,65,100,3
2008,G53-60501-1111-288_powerchords_root_60_67_72.wav,,,,,8,Ibanez Power Strat Clean Bridge HU,7,65,0.4,3.0,0.8,0.5,50,100,3
2009,G53-60501-1111-288_powerchords_root_60_67_72.wav,,,,,9,Ibanez Power Strat Clean Bridge HU,74,39,0.4,3.0,0.8,0.5,89,100,3
2010,G53-60501-1111-288_powerchords_root_60_67_72.wav,,,,,10,Ibanez Power Strat Clean Bridge HU,26,64,0.4,3.0,0.8,0.5,56,100,3
2011,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,11,Ibanez Power Strat Clean Bridge HU,38,56,,,,,97,100,3
2012,G53-60501-1111-288_powerchords_root_60_67_72.wav,,,,,12,Ibanez Power Strat Clean Bridge HU,56,24,,,,,66,100,3
2013,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,13,Ibanez Power Strat Clean Bridge HU,40,48,,,,,80,100,3
2014,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,14,Ibanez Power Strat Clean Bridge HU,70,39,0.4,3.0,0.8,0.5,77,100,3
2015,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,15,Ibanez Power Strat Clean Bridge HU,40,41,,,,,77,100,3
2016,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,16,Ibanez Power Strat Clean Bridge HU,4,65,0.4,3.0,0.8,0.5,74,100,3
2017,G53-60501-1111-288_powerchords_root_60_67_72.wav,,,,,17,Ibanez Power Strat Clean Bridge HU,1,31,,,,,52,100,3
2018,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,18,Ibanez Power Strat Clean Bridge HU,15,61,,,,,85,100,3
2019,G53-60501-1111-288_powerchords_root_60_67_72.wav,"[30, 54]",,2.0,,19,Ibanez Power Strat Clean Bridge HU,80,32,,,,,71,100,3
2020,G53-61311-1111-272_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,0,Ibanez Power Strat Clean Bridge HU,9,70,0.4,3.0,0.8,0.5,62,100,3
2021,G53-61311-1111-272_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,1,Ibanez Power Strat Clean Bridge HU,55,53,0.4,3.0,0.8,0.5,55,100,3
2022,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,2,Ibanez Power Strat Clean Bridge HU,4,27,,,,,56,100,3
2023,G53-61311-1111-272_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,3,Ibanez Power Strat Clean Bridge HU,47,33,,,,,78,100,3
2024,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,4,Ibanez Power Strat Clean Bridge HU,49,42,0.4,3.0,0.8,0.5,89,100,3
2025,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,5,Ibanez Power Strat Clean Bridge HU,52,47,0.4,3.0,0.8,0.5,55,100,3
2026,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,6,Ibanez Power Strat Clean Bridge HU,54,40,,,,,53,100,3
2027,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,7,Ibanez Power Strat Clean Bridge HU,69,71,0.4,3.0,0.8,0.5,65,100,3
2028,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,8,Ibanez Power Strat Clean Bridge HU,2,29,0.4,3.0,0.8,0.5,80,100,3
2029,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,9,Ibanez Power Strat Clean Bridge HU,40,40,,,,,75,100,3
2030,G53-61311-1111-272_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,10,Ibanez Power Strat Clean Bridge HU,17,49,0.4,3.0,0.8,0.5,50,100,3
2031,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,11,Ibanez Power Strat Clean Bridge HU,44,63,0.4,3.0,0.8,0.5,95,100,3
2032,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,12,Ibanez Power Strat Clean Bridge HU,7,71,0.4,3.0,0.8,0.5,81,100,3
2033,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,13,Ibanez Power Strat Clean Bridge HU,35,45,0.4,3.0,0.8,0.5,86,100,3
2034,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,14,Ibanez Power Strat Clean Bridge HU,66,66,0.4,3.0,0.8,0.5,95,100,3
2035,G53-61311-1111-272_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,15,Ibanez Power Strat Clean Bridge HU,4,55,0.4,3.0,0.8,0.5,98,100,3
2036,G53-61311-1111-272_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,16,Ibanez Power Strat Clean Bridge HU,76,35,,,,,84,100,3
2037,G53-61311-1111-272_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,17,Ibanez Power Strat Clean Bridge HU,31,72,0.4,3.0,0.8,0.5,53,100,3
2038,G53-61311-1111-272_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,18,Ibanez Power Strat Clean Bridge HU,24,32,0.4,3.0,0.8,0.5,51,100,3
2039,G53-61311-1111-272_powerchords_root_61_68_73.wav,,,,,19,Ibanez Power Strat Clean Bridge HU,17,49,0.4,3.0,0.8,0.5,80,100,3
2040,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,0,Ibanez Power Strat Clean Bridge HU,30,26,,,,,75,100,3
2041,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,1,Ibanez Power Strat Clean Bridge HU,41,39,,,,,83,100,3
2042,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,2,Ibanez Power Strat Clean Bridge HU,0,47,0.4,3.0,0.8,0.5,65,100,3
2043,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,3,Ibanez Power Strat Clean Bridge HU,50,31,,,,,75,100,3
2044,G53-61406-1111-280_powerchords_root_61_68_73.wav,,,,,4,Ibanez Power Strat Clean Bridge HU,55,77,,,,,99,100,3
2045,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,5,Ibanez Power Strat Clean Bridge HU,18,26,,,,,75,100,3
2046,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,6,Ibanez Power Strat Clean Bridge HU,66,35,0.4,3.0,0.8,0.5,52,100,3
2047,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,7,Ibanez Power Strat Clean Bridge HU,49,71,0.4,3.0,0.8,0.5,55,100,3
2048,G53-61406-1111-280_powerchords_root_61_68_73.wav,,,,,8,Ibanez Power Strat Clean Bridge HU,29,34,0.4,3.0,0.8,0.5,73,100,3
2049,G53-61406-1111-280_powerchords_root_61_68_73.wav,,,,,9,Ibanez Power Strat Clean Bridge HU,4,57,0.4,3.0,0.8,0.5,74,100,3
2050,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,10,Ibanez Power Strat Clean Bridge HU,35,79,,,,,64,100,3
2051,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,11,Ibanez Power Strat Clean Bridge HU,64,69,0.4,3.0,0.8,0.5,99,100,3
2052,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,12,Ibanez Power Strat Clean Bridge HU,36,40,0.4,3.0,0.8,0.5,79,100,3
2053,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,13,Ibanez Power Strat Clean Bridge HU,4,58,0.4,3.0,0.8,0.5,80,100,3
2054,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,14,Ibanez Power Strat Clean Bridge HU,53,70,,,,,83,100,3
2055,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,15,Ibanez Power Strat Clean Bridge HU,48,80,0.4,3.0,0.8,0.5,97,100,3
2056,G53-61406-1111-280_powerchords_root_61_68_73.wav,,,,,16,Ibanez Power Strat Clean Bridge HU,25,29,,,,,88,100,3
2057,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,17,Ibanez Power Strat Clean Bridge HU,10,42,,,,,99,100,3
2058,G53-61406-1111-280_powerchords_root_61_68_73.wav,,,,,18,Ibanez Power Strat Clean Bridge HU,46,51,0.4,3.0,0.8,0.5,92,100,3
2059,G53-61406-1111-280_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,19,Ibanez Power Strat Clean Bridge HU,52,54,,,,,90,100,3
2060,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,0,Ibanez Power Strat Clean Bridge HU,60,28,,,,,68,100,3
2061,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,1,Ibanez Power Strat Clean Bridge HU,44,78,0.4,3.0,0.8,0.5,70,100,3
2062,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,2,Ibanez Power Strat Clean Bridge HU,68,37,,,,,57,100,3
2063,G53-61502-1111-289_powerchords_root_61_68_73.wav,,,,,3,Ibanez Power Strat Clean Bridge HU,49,45,0.4,3.0,0.8,0.5,99,100,3
2064,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,4,Ibanez Power Strat Clean Bridge HU,42,48,,,,,74,100,3
2065,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,5,Ibanez Power Strat Clean Bridge HU,45,21,,,,,94,100,3
2066,G53-61502-1111-289_powerchords_root_61_68_73.wav,,,,,6,Ibanez Power Strat Clean Bridge HU,36,33,0.4,3.0,0.8,0.5,52,100,3
2067,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,7,Ibanez Power Strat Clean Bridge HU,4,58,0.4,3.0,0.8,0.5,95,100,3
2068,G53-61502-1111-289_powerchords_root_61_68_73.wav,,,,,8,Ibanez Power Strat Clean Bridge HU,33,33,0.4,3.0,0.8,0.5,67,100,3
2069,G53-61502-1111-289_powerchords_root_61_68_73.wav,,,,,9,Ibanez Power Strat Clean Bridge HU,78,37,0.4,3.0,0.8,0.5,100,100,3
2070,G53-61502-1111-289_powerchords_root_61_68_73.wav,,,,,10,Ibanez Power Strat Clean Bridge HU,15,60,,,,,84,100,3
2071,G53-61502-1111-289_powerchords_root_61_68_73.wav,,,,,11,Ibanez Power Strat Clean Bridge HU,6,73,0.4,3.0,0.8,0.5,65,100,3
2072,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,12,Ibanez Power Strat Clean Bridge HU,63,51,0.4,3.0,0.8,0.5,98,100,3
2073,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,13,Ibanez Power Strat Clean Bridge HU,22,26,,,,,53,100,3
2074,G53-61502-1111-289_powerchords_root_61_68_73.wav,,,,,14,Ibanez Power Strat Clean Bridge HU,24,47,0.4,3.0,0.8,0.5,63,100,3
2075,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,15,Ibanez Power Strat Clean Bridge HU,5,29,0.4,3.0,0.8,0.5,69,100,3
2076,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,16,Ibanez Power Strat Clean Bridge HU,53,61,,,,,93,100,3
2077,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,17,Ibanez Power Strat Clean Bridge HU,36,20,0.4,3.0,0.8,0.5,71,100,3
2078,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,18,Ibanez Power Strat Clean Bridge HU,53,47,0.4,3.0,0.8,0.5,97,100,3
2079,G53-61502-1111-289_powerchords_root_61_68_73.wav,"[30, 54]",,2.0,,19,Ibanez Power Strat Clean Bridge HU,12,28,,,,,71,100,3
2080,G53-62312-1111-273_powerchords_root_62_69_74.wav,,,,,0,Ibanez Power Strat Clean Bridge HU,75,25,0.4,3.0,0.8,0.5,53,100,3
2081,G53-62312-1111-273_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,1,Ibanez Power Strat Clean Bridge HU,25,18,0.4,3.0,0.8,0.5,79,100,3
2082,G53-62312-1111-273_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,2,Ibanez Power Strat Clean Bridge HU,3,55,,,,,56,100,3
2083,G53-62312-1111-273_powerchords_root_62_69_74.wav,,,,,3,Ibanez Power Strat Clean Bridge HU,16,52,0.4,3.0,0.8,0.5,70,100,3
2084,G53-62312-1111-273_powerchords_root_62_69_74.wav,,,,,4,Ibanez Power Strat Clean Bridge HU,59,61,0.4,3.0,0.8,0.5,68,100,3
2085,G53-62312-1111-273_powerchords_root_62_69_74.wav,,,,,5,Ibanez Power Strat Clean Bridge HU,33,42,,,,,63,100,3
2086,G53-62312-1111-273_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,6,Ibanez Power Strat Clean Bridge HU,26,20,,,,,85,100,3
2087,G53-62312-1111-273_powerchords_root_62_69_74.wav,,,,,7,Ibanez Power Strat Clean Bridge HU,16,59,,,,,60,100,3
2088,G53-62312-1111-273_powerchords_root_62_69_74.wav,,,,,8,Ibanez Power Strat Clean Bridge HU,29,70,,,,,92,100,3
2089,G53-62312-1111-273_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,9,Ibanez Power Strat Clean Bridge HU,51,74,0.4,3.0,0.8,0.5,66,100,3
2090,G53-62312-1111-273_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,10,Ibanez Power Strat Clean Bridge HU,69,31,,,,,58,100,3
2091,G53-62312-1111-273_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,11,Ibanez Power Strat Clean Bridge HU,67,60,0.4,3.0,0.8,0.5,93,100,3
2092,G53-62312-1111-273_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,12,Ibanez Power Strat Clean Bridge HU,45,15,,,,,52,100,3
2093,G53-62312-1111-273_powerchords_root_62_69_74.wav,"[30, 54]",,2.0,,13,Ibanez Power Strat Clean Bridge HU,33,56,,,,,54,100,3
2094,G53-62312-1111-273_powerchords_root_62_69_74.wav,,,,,14,Ibanez Power Strat Clean Bridge HU,59,51,0.4,3.0,0.8,0.5,85,100,3
2095,G53-62312-1111-273_powerchords_root_62_69_74.wav,,,,,15,Ibanez Power Strat Clean Bridge HU,54,29,0.4,3.0,0.8,0.5,81,100,3
