,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain,model,chords
1976,,,,,16,20.0,43.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64409-1111-205_powerchords_root_64_71_76
1977,"[30, 54]",,2.0,,17,,,,,,,51.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64409-1111-205_powerchords_root_64_71_76
1978,"[30, 54]",,2.0,,18,20.0,40.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64409-1111-205_powerchords_root_64_71_76
1979,,,,,19,20.0,27.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64409-1111-205_powerchords_root_64_71_76
1980,,,,,0,,,,,,,90.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1981,"[30, 54]",,2.0,,1,,,,,,,56.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1982,"[30, 54]",,2.0,,2,20.0,30.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1983,"[30, 54]",,2.0,,3,20.0,51.0,0.4,3.0,0.8,0.5,65.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1984,,,,,4,20.0,40.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1985,,,,,5,20.0,39.0,,,,,76.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1986,,,,,6,,,,,,,86.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1987,"[30, 54]",,2.0,,7,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1988,,,,,8,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1989,"[30, 54]",,2.0,,9,,,0.4,3.0,0.8,0.5,98.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1990,,,,,10,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1991,,,,,11,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1992,"[30, 54]",,2.0,,12,,,,,,,94.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1993,,,,,13,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1994,,,,,14,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1995,,,,,15,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1996,"[30, 54]",,2.0,,16,20.0,27.0,0.4,3.0,0.8,0.5,87.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1997,"[30, 54]",,2.0,,17,,,0.4,3.0,0.8,0.5,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1998,,,,,18,20.0,63.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
1999,,,,,19,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_57_64_69
2000,,,,,0,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2001,"[30, 54]",,2.0,,1,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2002,"[30, 54]",,2.0,,2,20.0,55.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2003,"[30, 54]",,2.0,,3,20.0,40.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2004,"[30, 54]",,2.0,,4,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2005,,,,,5,20.0,20.0,,,,,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2006,"[30, 54]",,2.0,,6,,,,,,,90.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2007,"[30, 54]",,2.0,,7,20.0,30.0,,,,,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2008,"[30, 54]",,2.0,,8,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2009,"[30, 54]",,2.0,,9,,,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2010,,,,,10,,,0.4,3.0,0.8,0.5,73.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2011,"[30, 54]",,2.0,,11,20.0,20.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2012,"[30, 54]",,2.0,,12,,,,,,,89.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2013,,,,,13,,,0.4,3.0,0.8,0.5,57.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2014,"[30, 54]",,2.0,,14,20.0,50.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2015,"[30, 54]",,2.0,,15,20.0,37.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2016,,,,,16,20.0,65.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2017,"[30, 54]",,2.0,,17,20.0,51.0,,,,,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2018,"[30, 54]",,2.0,,18,20.0,34.0,0.4,3.0,0.8,0.5,50.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2019,"[30, 54]",,2.0,,19,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-40100-1111-157_powerchords_root_40_47_52
2020,,,,,0,20.0,23.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2021,"[30, 54]",,2.0,,1,,,0.4,3.0,0.8,0.5,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2022,,,,,2,20.0,53.0,,,,,51.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2023,"[30, 54]",,2.0,,3,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2024,,,,,4,20.0,20.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2025,"[30, 54]",,2.0,,5,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2026,,,,,6,,,,,,,62.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2027,"[30, 54]",,2.0,,7,20.0,41.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2028,"[30, 54]",,2.0,,8,20.0,60.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2029,"[30, 54]",,2.0,,9,20.0,29.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2030,"[30, 54]",,2.0,,10,20.0,53.0,0.4,3.0,0.8,0.5,78.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2031,"[30, 54]",,2.0,,11,,,0.4,3.0,0.8,0.5,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2032,"[30, 54]",,2.0,,12,20.0,46.0,0.4,3.0,0.8,0.5,62.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2033,"[30, 54]",,2.0,,13,20.0,46.0,0.4,3.0,0.8,0.5,89.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2034,"[30, 54]",,2.0,,14,20.0,44.0,,,,,96.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2035,,,,,15,20.0,28.0,,,,,98.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2036,"[30, 54]",,2.0,,16,20.0,63.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2037,,,,,17,20.0,70.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2038,"[30, 54]",,2.0,,18,20.0,56.0,0.4,3.0,0.8,0.5,99.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2039,,,,,19,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-64600-1111-222_powerchords_root_64_71_76
2040,"[30, 54]",,2.0,,0,20.0,28.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2041,,,,,1,20.0,53.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2042,,,,,2,,,,,,,92.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2043,,,,,3,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2044,,,,,4,,,0.4,3.0,0.8,0.5,83.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2045,"[30, 54]",,2.0,,5,,,0.4,3.0,0.8,0.5,51.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2046,"[30, 54]",,2.0,,6,,,0.4,3.0,0.8,0.5,100.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2047,,,,,7,20.0,66.0,0.4,3.0,0.8,0.5,70.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2048,"[30, 54]",,2.0,,8,20.0,54.0,,,,,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2049,,,,,9,20.0,44.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2050,"[30, 54]",,2.0,,10,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2051,"[30, 54]",,2.0,,11,20.0,42.0,,,,,68.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2052,"[30, 54]",,2.0,,12,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2053,,,,,13,20.0,42.0,0.4,3.0,0.8,0.5,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2054,"[30, 54]",,2.0,,14,,,,,,,85.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2055,"[30, 54]",,2.0,,15,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2056,"[30, 54]",,2.0,,16,20.0,68.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2057,"[30, 54]",,2.0,,17,20.0,36.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2058,"[30, 54]",,2.0,,18,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2059,"[30, 54]",,2.0,,19,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-48108-1111-165_powerchords_root_48_55_60
2060,,,,,0,20.0,21.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2061,,,,,1,20.0,21.0,0.4,3.0,0.8,0.5,94.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2062,"[30, 54]",,2.0,,2,20.0,53.0,0.4,3.0,0.8,0.5,93.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2063,,,,,3,20.0,36.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2064,,,,,4,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2065,"[30, 54]",,2.0,,5,20.0,23.0,,,,,79.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2066,"[30, 54]",,2.0,,6,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2067,"[30, 54]",,2.0,,7,20.0,38.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2068,"[30, 54]",,2.0,,8,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2069,,,,,9,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2070,"[30, 54]",,2.0,,10,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2071,"[30, 54]",,2.0,,11,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2072,,,,,12,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2073,"[30, 54]",,2.0,,13,,,0.4,3.0,0.8,0.5,77.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2074,"[30, 54]",,2.0,,14,20.0,48.0,,,,,91.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2075,,,,,15,20.0,40.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2076,,,,,16,20.0,65.0,,,,,53.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2077,,,,,17,20.0,68.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2078,"[30, 54]",,2.0,,18,20.0,49.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2079,,,,,19,20.0,45.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-55305-1111-188_powerchords_root_55_62_67
2080,,,,,0,20.0,51.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2081,,,,,1,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2082,,,,,2,20.0,52.0,,,,,61.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2083,"[30, 54]",,2.0,,3,,,0.4,3.0,0.8,0.5,92.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2084,,,,,4,20.0,54.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2085,,,,,5,,,0.4,3.0,0.8,0.5,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2086,"[30, 54]",,2.0,,6,20.0,38.0,,,,,85.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2087,,,,,7,,,,,,,70.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2088,,,,,8,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2089,,,,,9,20.0,49.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2090,"[30, 54]",,2.0,,10,20.0,50.0,0.4,3.0,0.8,0.5,93.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2091,"[30, 54]",,2.0,,11,,,,,,,97.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2092,"[30, 54]",,2.0,,12,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2093,"[30, 54]",,2.0,,13,,,0.4,3.0,0.8,0.5,53.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2094,"[30, 54]",,2.0,,14,,,0.4,3.0,0.8,0.5,90.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2095,"[30, 54]",,2.0,,15,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2096,,,,,16,20.0,42.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2097,"[30, 54]",,2.0,,17,20.0,67.0,,,,,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2098,,,,,18,20.0,61.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2099,,,,,19,20.0,49.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,pwch_54_61_66
2100,,,,,0,20.0,62.0,0.4,3.0,0.8,0.5,77.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2101,,,,,1,20.0,37.0,,,,,99.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2102,,,,,2,20.0,66.0,0.4,3.0,0.8,0.5,72.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2103,,,,,3,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2104,"[30, 54]",,2.0,,4,,,0.4,3.0,0.8,0.5,88.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2105,"[30, 54]",,2.0,,5,20.0,42.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2106,,,,,6,,,,,,,53.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2107,"[30, 54]",,2.0,,7,,,0.4,3.0,0.8,0.5,64.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2108,,,,,8,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2109,"[30, 54]",,2.0,,9,20.0,35.0,,,,,69.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2110,,,,,10,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2111,"[30, 54]",,2.0,,11,,,,,,,88.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2112,"[30, 54]",,2.0,,12,,,,,,,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2113,"[30, 54]",,2.0,,13,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2114,,,,,14,,,,,,,74.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2115,,,,,15,,,,,,,79.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2116,,,,,16,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2117,"[30, 54]",,2.0,,17,20.0,52.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2118,"[30, 54]",,2.0,,18,,,,,,,79.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2119,,,,,19,20.0,35.0,,,,,98.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-57212-1111-182_powerchords_root_57_64_69
2120,,,,,0,20.0,61.0,0.4,3.0,0.8,0.5,96.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2121,"[30, 54]",,2.0,,1,20.0,48.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2122,"[30, 54]",,2.0,,2,20.0,40.0,0.4,3.0,0.8,0.5,71.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2123,,,,,3,20.0,56.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2124,"[30, 54]",,2.0,,4,,,,,,,69.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2125,"[30, 54]",,2.0,,5,,,,,,,85.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2126,"[30, 54]",,2.0,,6,20.0,66.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2127,"[30, 54]",,2.0,,7,20.0,31.0,0.4,3.0,0.8,0.5,77.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2128,"[30, 54]",,2.0,,8,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2129,"[30, 54]",,2.0,,9,20.0,54.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2130,"[30, 54]",,2.0,,10,20.0,27.0,,,,,68.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2131,,,,,11,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2132,"[30, 54]",,2.0,,12,,,,,,,93.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2133,,,,,13,20.0,65.0,,,,,92.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2134,,,,,14,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2135,,,,,15,20.0,28.0,,,,,89.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2136,,,,,16,,,,,,,60.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2137,,,,,17,20.0,67.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2138,"[30, 54]",,2.0,,18,,,,,,,87.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2139,"[30, 54]",,2.0,,19,20.0,36.0,0.4,3.0,0.8,0.5,67.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-51301-1111-184_powerchords_root_51_58_63
2140,,,,,0,,,,,,,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211_powerchords_root_61_68_73
2141,"[30, 54]",,2.0,,1,,,,,,,74.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211_powerchords_root_61_68_73
2142,"[30, 54]",,2.0,,2,20.0,42.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211_powerchords_root_61_68_73
2143,,,,,3,,,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211_powerchords_root_61_68_73
2144,"[30, 54]",,2.0,,4,,,,,,,51.0,100.0,3.0,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211_powerchords_root_61_68_73
2145,,,,,5,20.0,40.0,,,,,,,,Ibanez Power Strat Clean Bridge+Neck SC,G53-61502-1111-211_powerchords_root_61_68_73
